Position #,FullName,Gender,Salary,Department,DepartmentName,Division,AssignmentCategory,Title,HiringAnalyst,VacancyStatus,VacancyDate,BudgetDate,PostingDate,InterviewDate,OfferDate,AcceptanceDate,SecurityCheckDate,HireDate
10739,"BASHAW, DOMITILA",F,"$37,260.00 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,DAVID ANDERSON,Filled,11/6/2013,11/21/2013,11/27/2013,12/16/2013,12/31/2013,1/7/2014,1/12/2014,1/15/2014
10740,"HAARMANN, CONCHA",F,"$69,042.78 ",HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Social Worker III,RICHARD THOMAS,Filled,11/11/2013,11/27/2013,11/29/2013,12/18/2013,12/30/2013,1/4/2014,1/12/2014,1/15/2014
10741,"GONZALEZDIAZ, TOMIKO",F,"$77,066.10 ",HHS,Department of Health and Human Services,Ombudsman Services,Fulltime-Regular,Program Manager I,MARIA TAYLOR,Filled,11/11/2013,11/20/2013,11/26/2013,12/12/2013,12/21/2013,12/30/2013,1/12/2014,1/15/2014
10742,"GARDNER, THI",F,"$54,368.55 ",CUS,Community Use of Public Facilities,Finance and Administrative Support Team,Fulltime-Regular,Office Services Coordinator,JAMES JOHNSON,Filled,11/6/2013,11/18/2013,11/29/2013,12/17/2013,12/27/2013,1/3/2014,1/11/2014,1/15/2014
10743,"BARRACLOUGH, GAYLORD",M,"$28,628.93 ",DLC,Department of Liquor Control,White Oak,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,11/5/2013,11/9/2013,11/22/2013,12/14/2013,12/26/2013,1/4/2014,1/8/2014,1/15/2014
10744,"POROWSKI, CURTIS",M,"$39,062.00 ",DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,JOHN BROWN,Filled,10/22/2013,11/1/2013,11/10/2013,12/1/2013,12/15/2013,12/26/2013,1/8/2014,1/15/2014
10745,"GEREK, TIMOTHY",M,"$40,429.17 ",DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,JOHN BROWN,Filled,10/29/2013,11/4/2013,11/16/2013,12/5/2013,12/17/2013,12/27/2013,1/7/2014,1/15/2014
10746,"HOLLINGTON, VANNESA",F,"$28,628.93 ",DLC,Department of Liquor Control,Montrose,Parttime-Regular,Liquor Store Clerk I,JOHN BROWN,Filled,10/3/2013,10/17/2013,11/1/2013,11/24/2013,12/9/2013,12/24/2013,1/7/2014,1/15/2014
10747,"MARZETTA, JANIECE",F,"$37,260.00 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,DAVID ANDERSON,Filled,10/18/2013,10/30/2013,11/6/2013,12/1/2013,12/17/2013,12/23/2013,1/7/2014,1/15/2014
10748,"BISHUN, TRUDI",F,"$79,177.50 ",CEX,Offices of the County Executive,Chief Administrative Officer's Office,Fulltime-Regular,Program Manager II,MARY SMITH,Filled,10/16/2013,11/3/2013,11/13/2013,12/2/2013,12/15/2013,12/28/2013,1/6/2014,1/15/2014
10749,"FRESINA, MERVIN",M,"$132,600.00 ",LIB,Department of Public Libraries,Public Service Administration,Fulltime-Regular,Manager II,SUSAN HERNANDEZ,Filled,10/27/2013,11/8/2013,11/12/2013,11/25/2013,12/12/2013,12/27/2013,1/6/2014,1/15/2014
10750,"ANTUNES, LYNSEY",F,"$39,695.87 ",LIB,Department of Public Libraries,Germantown Library,Parttime-Regular,Librarian I,SUSAN HERNANDEZ,Filled,10/28/2013,11/8/2013,11/16/2013,12/6/2013,12/19/2013,12/30/2013,1/5/2014,1/15/2014
10751,"CABRA, JAIME",M,"$40,429.17 ",DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,JOHN BROWN,Filled,11/5/2013,11/16/2013,11/24/2013,12/10/2013,12/22/2013,12/28/2013,1/5/2014,1/15/2014
10752,"YRIGOLLEN, KARREN",F,"$73,274.03 ",HHS,Department of Health and Human Services,Montgomery Cares - Homeless,Fulltime-Regular,Community Health Nurse II,MARIA TAYLOR,Filled,11/2/2013,11/14/2013,11/20/2013,12/11/2013,12/24/2013,12/29/2013,1/3/2014,1/15/2014
10753,"FULKER, ALLIE",F,"$52,785.00 ",LIB,Department of Public Libraries,Germantown Library,Fulltime-Regular,Library Associate,SUSAN HERNANDEZ,Filled,10/21/2013,11/6/2013,11/18/2013,12/6/2013,12/21/2013,12/28/2013,1/3/2014,1/15/2014
10754,"PADIERNA, MARION",M,"$47,905.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/6/2013,11/19/2013,11/21/2013,12/8/2013,12/18/2013,12/27/2013,12/30/2013,1/15/2014
10755,"GEARITY, ARMANDO",M,"$54,896.40 ",DPS,Department of Permitting Services,Land Development Right-of-Way Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,MICHAEL GARCIA,Filled,11/1/2013,11/7/2013,11/14/2013,12/6/2013,12/16/2013,12/21/2013,12/30/2013,1/15/2014
10756,"HOJNOWSKI, ELTON",M,"$48,262.38 ",DPS,Department of Permitting Services,Land Development Sediment and Stormwater Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,BARBARA DAVIS,Filled,11/1/2013,11/7/2013,11/20/2013,12/5/2013,12/17/2013,12/22/2013,12/29/2013,1/15/2014
10757,"MESBAH, ERIC",F,"$40,429.57 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,10/21/2013,11/8/2013,11/14/2013,12/4/2013,12/18/2013,12/24/2013,1/8/2014,1/14/2014
10758,"SPANTON, ERIK",M,"$35,536.00 ",OAG,Office of Agriculture,Soil Conservation,Fulltime-Regular,State Department Agricultural Employee - SS,SUSAN HERNANDEZ,Filled,10/7/2013,10/18/2013,11/1/2013,11/22/2013,12/7/2013,12/20/2013,1/8/2014,1/14/2014
10759,"COLBY, FRIEDA",F,"$39,512.87 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,MARIA TAYLOR,Filled,11/1/2013,11/24/2013,11/27/2013,12/18/2013,12/28/2013,1/4/2014,1/7/2014,1/14/2014
10760,"WASOWICZ, MARGUERITA",F,"$40,429.57 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,11/17/2013,11/25/2013,12/3/2013,12/20/2013,12/28/2013,1/3/2014,1/6/2014,1/14/2014
10761,"LEVITIN, DEBRAH",F,"$77,126.95 ",HHS,Department of Health and Human Services,Early Childhood Services,Fulltime-Regular,Program Manager I,RICHARD THOMAS,Filled,10/24/2013,11/7/2013,11/12/2013,12/2/2013,12/14/2013,12/30/2013,1/6/2014,1/14/2014
10762,"HOWARTER, BETTIE",F,"$130,801.23 ",DOT,Department of Transportation,Director's Office,Fulltime-Regular,Manager II,LINDA JONES,Filled,11/9/2013,11/26/2013,12/7/2013,12/17/2013,12/26/2013,1/1/2014,1/5/2014,1/14/2014
10763,"FORINASH, JONAH",M,"$39,062.39 ",DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,BARBARA DAVIS,Filled,11/15/2013,11/24/2013,11/26/2013,12/17/2013,12/22/2013,12/26/2013,1/5/2014,1/14/2014
10764,"WILLICK, BOYD",M,"$44,633.74 ",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,HVAC Mechanic I,PATRICIA WILLIAMS,Filled,10/25/2013,11/4/2013,11/22/2013,12/5/2013,12/17/2013,12/23/2013,1/3/2014,1/14/2014
10765,"ESTEVES, SHENA",F,"$67,729.13 ",COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Correctional Health Nurse II,JAMES JOHNSON,Filled,11/5/2013,11/14/2013,11/15/2013,12/3/2013,12/15/2013,12/24/2013,12/28/2013,1/14/2014
10766,"SEIFTS, ART",M,"$73,710.42 ",SHF,Sheriff's Office,Administration,Fulltime-Regular,Information Technology Specialist I,THOMAS WHITE,Filled,10/8/2013,10/25/2013,11/7/2013,11/24/2013,12/9/2013,12/20/2013,12/27/2013,1/14/2014
10767,"QUILLEN, SHERRIL",F,"$37,260.00 ",POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Principal Administrative Aide,MARGARET MARTIN,Filled,10/11/2013,10/28/2013,11/4/2013,11/22/2013,12/3/2013,12/8/2013,12/25/2013,1/14/2014
10768,"SCHMELZ, DOMENIC",M,"$130,885.49 ",POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,Fulltime-Regular,Manager III,CHARLES MOORE,Filled,11/2/2013,11/8/2013,11/17/2013,12/4/2013,12/13/2013,12/14/2013,12/21/2013,1/14/2014
10769,"VIRTA, CHI",M,"$134,718.00 ",OMB,Office of Management and Budget,Tech Mod ERP Project Team,Fulltime-Regular,Manager III,SUSAN HERNANDEZ,Filled,10/27/2013,11/8/2013,11/20/2013,12/12/2013,12/26/2013,12/29/2013,1/8/2014,1/13/2014
10770,"FAUBER, DEBERA",F,"$44,472.42 ",HHS,Department of Health and Human Services,Director's Office,Fulltime-Regular,Office Services Coordinator,MARIA TAYLOR,Filled,10/24/2013,11/3/2013,11/15/2013,12/2/2013,12/15/2013,12/24/2013,1/6/2014,1/13/2014
10771,"KONDIK, SOMMER",F,"$40,731.00 ",DLC,Department of Liquor Control,Administration,Fulltime-Regular,Fiscal Assistant,JOHN BROWN,Filled,10/11/2013,10/29/2013,11/5/2013,11/27/2013,12/13/2013,12/23/2013,1/5/2014,1/13/2014
10772,"MCNIFF, REGINIA",F,"$84,731.95 ",DOT,Department of Transportation,Transit Commuter Services,Fulltime-Regular,Program Manager II,LINDA JONES,Filled,10/25/2013,11/9/2013,11/21/2013,12/13/2013,12/20/2013,1/1/2014,1/4/2014,1/13/2014
10773,"STEHLY, MCKINLEY",M,"$37,831.21 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,ROBERT MILLER,Filled,10/24/2013,11/9/2013,11/17/2013,12/4/2013,12/17/2013,12/27/2013,1/4/2014,1/13/2014
10774,"BIEK, CYRUS",M,"$61,040.57 ",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Electrician I,PATRICIA WILLIAMS,Filled,10/14/2013,10/20/2013,10/31/2013,11/23/2013,12/7/2013,12/22/2013,1/3/2014,1/13/2014
10775,"VANNAMAN, HEATH",M,"$61,585.58 ",HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,Fulltime-Regular,Environmental Health Specialist III,MARIA TAYLOR,Filled,11/2/2013,11/12/2013,11/24/2013,12/17/2013,12/25/2013,12/29/2013,1/2/2014,1/13/2014
10776,"SAMARCO, GENE",M,"$61,040.57 ",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Electrician I,PATRICIA WILLIAMS,Filled,10/13/2013,10/29/2013,11/11/2013,12/1/2013,12/15/2013,12/23/2013,1/2/2014,1/13/2014
10777,"BIANCHINO, DARIUS",M,"$61,040.57 ",DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,Electrician I,PATRICIA WILLIAMS,Filled,10/23/2013,11/5/2013,11/12/2013,11/27/2013,12/13/2013,12/19/2013,1/2/2014,1/13/2014
10778,"PANAGIOTOU, JIM",M,"$73,730.48 ",DPS,Department of Permitting Services,"Team 4 Commercial Electrical, Mechanical and Fire Protection Systems",Fulltime-Regular,Permitting and Code Enforcement Inspector III,BARBARA DAVIS,Filled,11/11/2013,11/17/2013,11/22/2013,12/8/2013,12/19/2013,12/25/2013,1/1/2014,1/13/2014
10779,"SHINES, QIANA",F,"$43,600.41 ",HHS,Department of Health and Human Services,Special Projects - Linkages to Learning,Parttime-Regular,Program Manager I,MARIA TAYLOR,Filled,10/9/2013,11/4/2013,11/9/2013,11/29/2013,12/12/2013,12/18/2013,1/1/2014,1/13/2014
10780,"CUFFARO, CLAYTON",M,"$56,461.45 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Autobody Repairer,PATRICIA WILLIAMS,Filled,10/30/2013,11/8/2013,11/13/2013,12/3/2013,12/18/2013,12/25/2013,12/30/2013,1/13/2014
10781,"AKBARI, MAXWELL",M,"$69,760.66 ",DPS,Department of Permitting Services,Land Development Right-of-Way Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,BARBARA DAVIS,Filled,11/10/2013,11/16/2013,11/24/2013,12/10/2013,12/21/2013,12/23/2013,12/30/2013,1/13/2014
10782,"ROSSETTO, TYRELL",M,"$54,555.01 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,PATRICIA WILLIAMS,Filled,10/2/2013,10/16/2013,10/28/2013,11/17/2013,11/26/2013,12/15/2013,12/30/2013,1/13/2014
10783,"LUCIANA, DELILAH",F,"$16,528.04 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,JOSEPH JACKSON,Filled,10/15/2013,10/30/2013,11/11/2013,11/26/2013,12/10/2013,12/24/2013,12/29/2013,1/13/2014
10784,"LITWAK, LEONARDO",M,"$51,710.00 ",POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,JOSEPH JACKSON,Filled,10/26/2013,10/31/2013,11/8/2013,11/29/2013,12/9/2013,12/17/2013,12/27/2013,1/13/2014
10785,"BUCARO, THOMAS",M,"$100,546.34 ",DPS,Department of Permitting Services,Team 1 Residential Plan Review,Fulltime-Regular,Manager III,BARBARA DAVIS,Filled,10/18/2013,11/3/2013,11/7/2013,11/28/2013,12/12/2013,12/16/2013,12/27/2013,1/13/2014
10786,"MCNACK, CARYLON",F,"$80,835.16 ",DPS,Department of Permitting Services,Land Development Well and Septic,Fulltime-Regular,Senior Permitting Services Specialist,BARBARA DAVIS,Filled,10/14/2013,10/29/2013,11/9/2013,11/25/2013,12/9/2013,12/20/2013,12/26/2013,1/13/2014
10787,"FLAAGAN, BLAKE",F,"$50,533.20 ",POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,Fulltime-Regular,Forensics Specialist I,CHARLES MOORE,Filled,11/2/2013,11/12/2013,11/15/2013,12/1/2013,12/13/2013,12/16/2013,12/24/2013,1/13/2014
10788,"MARSAGLIA, MICA",F,"$102,517.83 ",DPS,Department of Permitting Services,Land Development Permit Processing,Fulltime-Regular,Manager III,BARBARA DAVIS,Filled,10/22/2013,10/31/2013,11/11/2013,11/25/2013,12/5/2013,12/15/2013,12/24/2013,1/13/2014
10789,"FRUMENTO, WINSTON",M,"$71,237.18 ",DPS,Department of Permitting Services,Team 2 Residential Inspection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,BARBARA DAVIS,Filled,10/19/2013,10/28/2013,11/3/2013,11/23/2013,12/2/2013,12/15/2013,12/24/2013,1/13/2014
10790,"JAHNCKE, BRICE",M,"$46,088.70 ",COR,Correction and Rehabilitation,PRRS Facility and Security,Fulltime-Regular,Resident Supervisor II,MARY SMITH,Filled,9/25/2013,10/13/2013,10/27/2013,11/20/2013,11/29/2013,12/10/2013,12/24/2013,1/13/2014
10791,"PRUTER, ANTONE",M,"$51,710.00 ",POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,THOMAS WHITE,Filled,10/4/2013,10/16/2013,10/26/2013,11/15/2013,12/3/2013,12/13/2013,12/22/2013,1/13/2014
10792,"RANZAU, HERLINDA",F,"$53,520.00 ",POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,JOSEPH JACKSON,Filled,10/3/2013,10/16/2013,10/24/2013,11/15/2013,12/2/2013,12/13/2013,12/20/2013,1/13/2014
10793,"HERWEYER, MARNI",F,"$64,114.60 ",HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,Community Health Nurse II,DAVID ANDERSON,Filled,10/19/2013,10/28/2013,11/11/2013,12/3/2013,12/13/2013,12/22/2013,12/29/2013,1/12/2014
10794,"KARLS, MERRIE",F,"$66,937.50 ",COR,Correction and Rehabilitation,DS Health Services,Fulltime-Regular,Correctional Health Nurse II,JAMES JOHNSON,Filled,11/3/2013,11/12/2013,11/21/2013,12/8/2013,12/15/2013,12/16/2013,12/27/2013,1/12/2014
10795,"PER, MAUDIE",F,"$101,370.95 ",DED,Department of Economic Development,Marketing and Business Development,Fulltime-Regular,Senior Business Development Specialist,JAMES JOHNSON,Filled,11/7/2013,11/12/2013,11/26/2013,12/16/2013,12/22/2013,12/27/2013,1/9/2014,1/11/2014
10796,"GRASSL, JOYCELYN",F,"$58,220.61 ",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker II,RICHARD THOMAS,Filled,11/16/2013,11/24/2013,11/29/2013,12/17/2013,12/22/2013,1/3/2014,1/8/2014,1/11/2014
10797,"SCHIERMEISTER, VIDA",F,"$71,735.76 ",HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,MARIA TAYLOR,Filled,10/31/2013,11/11/2013,11/26/2013,12/17/2013,12/31/2013,1/5/2014,1/7/2014,1/11/2014
10798,"DEBATE, COURTNEY",M,"$64,855.62 ",HHS,Department of Health and Human Services,Behavioral Health Community Support Services,Fulltime-Regular,Behavioral Health Associate Counselor,JENNIFER MARTINEZ,Filled,10/28/2013,11/8/2013,11/18/2013,12/4/2013,12/18/2013,12/23/2013,1/6/2014,1/11/2014
10799,"KWEON, CAROLE",F,"$44,069.27 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,JENNIFER MARTINEZ,Filled,10/26/2013,11/5/2013,11/13/2013,12/7/2013,12/17/2013,12/30/2013,1/5/2014,1/11/2014
10800,"SCHILHAB, ASHA",F,"$63,765.60 ",LIB,Department of Public Libraries,Bethesda Library,Fulltime-Regular,Librarian II,SUSAN HERNANDEZ,Filled,10/17/2013,11/1/2013,11/16/2013,12/5/2013,12/14/2013,12/17/2013,1/4/2014,1/11/2014
10801,"ABLER, GARY",M,"$37,831.22 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,LINDA JONES,Filled,10/31/2013,11/10/2013,11/16/2013,12/5/2013,12/21/2013,12/29/2013,1/3/2014,1/11/2014
10802,"PAVELKO, JARRETT",M,"$47,905.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/11/2013,11/21/2013,11/29/2013,12/10/2013,12/18/2013,12/27/2013,1/3/2014,1/11/2014
10803,"DELFRANCO, ERNA",F,"$79,604.54 ",HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,MARIA TAYLOR,Filled,10/27/2013,11/9/2013,11/20/2013,12/6/2013,12/18/2013,12/24/2013,1/3/2014,1/11/2014
10804,"SARNACKI, ROYAL",M,"$47,905.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,10/30/2013,11/12/2013,11/21/2013,12/8/2013,12/21/2013,12/29/2013,1/2/2014,1/11/2014
10805,"QUALKINBUSH, WILLARD",M,"$52,320.49 ",FRS,Fire and Rescue Services,Logistics,Fulltime-Regular,Senior Supply Technician,WILLIAM WILSON,Filled,10/28/2013,11/9/2013,11/17/2013,12/5/2013,12/16/2013,12/25/2013,1/2/2014,1/11/2014
10806,"QUAIL, NA",F,"$77,739.53 ",HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,DAVID ANDERSON,Filled,10/16/2013,10/29/2013,11/5/2013,11/24/2013,12/10/2013,12/23/2013,1/2/2014,1/11/2014
10807,"UPADHYAY, GERARD",M,"$33,790.32 ",DGS,Department of General Services,Facilities,Fulltime-Regular,Office Clerk,PATRICIA WILLIAMS,Filled,10/24/2013,11/5/2013,11/15/2013,12/7/2013,12/17/2013,12/23/2013,1/1/2014,1/11/2014
10808,"NEMECHEK, ESTELA",F,"$50,533.19 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,DAVID ANDERSON,Filled,10/31/2013,11/11/2013,11/17/2013,12/6/2013,12/14/2013,12/23/2013,1/1/2014,1/11/2014
10809,"OGUN, VERNA",F,"$55,586.51 ",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist III,DAVID ANDERSON,Filled,10/5/2013,10/26/2013,11/3/2013,11/26/2013,12/8/2013,12/20/2013,12/31/2013,1/11/2014
10810,"BESSELMAN, EMANUEL",M,"$54,519.05 ",DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,PATRICIA WILLIAMS,Filled,10/11/2013,10/25/2013,11/3/2013,11/21/2013,12/3/2013,12/17/2013,12/31/2013,1/11/2014
10811,"FEINSTEIN, JODY",M,"$25,664.95 ",DLC,Department of Liquor Control,Liquor and Wine Warehouse Operations,Parttime-Regular,Warehouse Worker,JOHN BROWN,Filled,10/14/2013,10/31/2013,11/12/2013,12/1/2013,12/14/2013,12/22/2013,12/30/2013,1/11/2014
10812,"BIRCH, PATRICA",F,"$55,917.52 ",HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,MARIA TAYLOR,Filled,10/24/2013,11/7/2013,11/12/2013,12/5/2013,12/12/2013,12/21/2013,12/30/2013,1/11/2014
10813,"BIGNELL, FAIRY",F,"$42,579.00 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,MARIA TAYLOR,Filled,10/13/2013,11/1/2013,11/9/2013,11/30/2013,12/11/2013,12/19/2013,12/30/2013,1/11/2014
10814,"PETRYKOWSKI, EMILIA",F,"$47,905.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,10/31/2013,11/8/2013,11/13/2013,12/3/2013,12/17/2013,12/18/2013,12/30/2013,1/11/2014
10815,"BRABENDER, LOREAN",F,"$44,069.27 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,MARIA TAYLOR,Filled,11/1/2013,11/12/2013,11/23/2013,12/14/2013,12/21/2013,12/26/2013,12/29/2013,1/11/2014
10816,"MERANDO, GUILLERMO",M,"$68,343.65 ",CEX,Offices of the County Executive,CountyStat,Fulltime-Regular,Senior Management and Budget Specialist,MARY SMITH,Filled,10/8/2013,10/23/2013,11/3/2013,11/24/2013,12/12/2013,12/19/2013,12/29/2013,1/11/2014
10817,"HYATT, WALDO",M,"$25,664.95 ",DLC,Department of Liquor Control,Beer Delivery Operations,Parttime-Regular,Warehouse Worker,JOHN BROWN,Filled,10/15/2013,10/30/2013,11/5/2013,11/24/2013,12/10/2013,12/20/2013,12/28/2013,1/11/2014
10818,"KLABO, ISADORA",F,"$75,360.04 ",HHS,Department of Health and Human Services,School Health Services,Fulltime-Regular,Community Health Nurse II,RICHARD THOMAS,Filled,11/4/2013,11/18/2013,11/21/2013,12/3/2013,12/8/2013,12/18/2013,12/28/2013,1/11/2014
10819,"VERMEER, KALEIGH",F,"$47,905.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/6/2013,11/14/2013,11/20/2013,12/6/2013,12/12/2013,12/25/2013,12/27/2013,1/11/2014
10820,"LINEK, MARLIN",F,"$37,260.00 ",POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Principal Administrative Aide,JOSEPH JACKSON,Filled,10/8/2013,10/20/2013,11/4/2013,11/30/2013,12/12/2013,12/20/2013,12/27/2013,1/11/2014
10821,"PIPE, KHADIJAH",F,"$21,815.47 ",MPB,Merit System Protection Board Department,Merit System Protection Board,Parttime-Regular,Office Services Coordinator,SUSAN HERNANDEZ,Filled,10/17/2013,10/25/2013,11/5/2013,11/23/2013,12/8/2013,12/17/2013,12/27/2013,1/11/2014
10822,"POO, GISELLE",F,"$46,088.90 ",POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Program Specialist I,MARGARET MARTIN,Filled,10/21/2013,11/1/2013,11/12/2013,12/4/2013,12/19/2013,12/23/2013,12/26/2013,1/11/2014
10823,"ROMANOV, CORTEZ",M,"$47,905.00 ",COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,10/16/2013,10/26/2013,11/10/2013,11/30/2013,12/9/2013,12/15/2013,12/24/2013,1/11/2014
10824,"PERGOLIZZI, VAUGHN",M,"$47,905.00 ",COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),MARY SMITH,Filled,10/18/2013,10/27/2013,11/4/2013,11/21/2013,12/7/2013,12/15/2013,12/23/2013,1/11/2014
